DATE;TIME;VOLUME;OPEN;CLOSE;MIN;MAX
09/04/1989;00:00:01;0;1.06615;1.0485;1.0464;1.0747
09/11/1989;00:00:01;0;1.0457;1.042;1.0372;1.0522
09/18/1989;00:00:01;0;1.04595;1.0579;1.0359;1.0659
09/25/1989;00:00:01;0;1.06095;1.08855;1.0573;1.0917
10/02/1989;00:00:01;0;1.0899;1.09945;1.0829;1.1067
10/09/1989;00:00:01;0;1.0946;1.0894;1.0824;1.1042
10/16/1989;00:00:01;0;1.08315;1.10475;1.0682;1.114
10/23/1989;00:00:01;0;1.1043;1.10805;1.0973;1.116
10/30/1989;00:00:01;0;1.1146;1.1148;1.1014;1.1218
11/06/1989;00:00:01;0;1.11395;1.1081;1.105;1.118
11/13/1989;00:00:01;0;1.1118;1.10365;1.1005;1.1172
11/20/1989;00:00:01;0;1.11305;1.1121;1.1055;1.1206
11/27/1989;00:00:01;0;1.1197;1.1362;1.1125;1.1394
12/04/1989;00:00:01;0;1.13935;1.14045;1.131;1.1477
12/11/1989;00:00:01;0;1.1417;1.1526;1.137;1.1572
12/18/1989;00:00:01;0;1.1625;1.17595;1.1525;1.189
12/25/1989;00:00:01;0;1.1707;1.18305;1.1618;1.1901
01/01/1990;00:00:01;0;1.19245;1.1895;1.1845;1.2035
01/08/1990;00:00:01;0;1.1897;1.2047;1.1685;1.2169
01/15/1990;00:00:01;0;1.207;1.2049;1.199;1.2181
01/22/1990;00:00:01;0;1.19635;1.1828;1.1788;1.2096
01/29/1990;00:00:01;0;1.192;1.21285;1.1815;1.2182
02/05/1990;00:00:01;0;1.2162;1.22125;1.2052;1.23
02/12/1990;00:00:01;0;1.2285;1.21915;1.2146;1.2321
02/19/1990;00:00:01;0;1.21275;1.2171;1.201;1.2222
02/26/1990;00:00:01;0;1.22035;1.2109;1.2073;1.2281
03/05/1990;00:00:01;0;1.21095;1.19845;1.187;1.2142
03/12/1990;00:00:01;0;1.20195;1.1917;1.1875;1.2067
03/19/1990;00:00:01;0;1.1886;1.208;1.1837;1.2115
03/26/1990;00:00:01;0;1.20075;1.1934;1.187;1.2092
04/02/1990;00:00:01;0;1.19405;1.2007;1.1905;1.2127
04/09/1990;00:00:01;0;1.2028;1.2087;1.2006;1.2109
04/16/1990;00:00:01;0;1.2144;1.2166;1.2075;1.224
04/23/1990;00:00:01;0;1.21625;1.2065;1.2037;1.2231
04/30/1990;00:00:01;0;1.20575;1.21775;1.2022;1.2221
05/07/1990;00:00:01;0;1.21635;1.2344;1.213;1.2393
05/14/1990;00:00:01;0;1.236;1.2437;1.2332;1.2537
05/21/1990;00:00:01;0;1.2429;1.2373;1.2314;1.2517
05/28/1990;00:00:01;0;1.23015;1.2247;1.2174;1.2355
06/04/1990;00:00:01;0;1.22755;1.2122;1.2057;1.2311
06/11/1990;00:00:01;0;1.21565;1.2146;1.209;1.2221
06/18/1990;00:00:01;0;1.2186;1.22475;1.2105;1.232
06/25/1990;00:00:01;0;1.2313;1.23075;1.225;1.2353
07/02/1990;00:00:01;0;1.2316;1.24395;1.2273;1.2488
07/09/1990;00:00:01;0;1.2477;1.25475;1.2448;1.2585
07/16/1990;00:00:01;0;1.2594;1.25395;1.2452;1.265
07/23/1990;00:00:01;0;1.25315;1.2685;1.2488;1.2735
07/30/1990;00:00:01;0;1.27445;1.28745;1.2712;1.2906
08/06/1990;00:00:01;0;1.296;1.3101;1.279;1.3195
08/13/1990;00:00:01;0;1.3147;1.3165;1.297;1.3202
08/20/1990;00:00:01;0;1.3189;1.33115;1.3135;1.3385
08/27/1990;00:00:01;0;1.32675;1.34075;1.319;1.346
09/03/1990;00:00:01;0;1.3395;1.3172;1.3051;1.3435
09/10/1990;00:00:01;0;1.31045;1.31625;1.3055;1.334
09/17/1990;00:00:01;0;1.31005;1.3266;1.2956;1.3344
09/24/1990;00:00:01;0;1.3357;1.3212;1.3105;1.3414
10/01/1990;00:00:01;0;1.3281;1.32455;1.3115;1.3332
10/08/1990;00:00:01;0;1.3257;1.3459;1.3204;1.3528
10/15/1990;00:00:01;0;1.35925;1.36005;1.3495;1.3679
10/22/1990;00:00:01;0;1.3609;1.36975;1.3535;1.3849
10/29/1990;00:00:01;0;1.36325;1.37025;1.3585;1.375
11/05/1990;00:00:01;0;1.36175;1.38525;1.3563;1.3895
11/12/1990;00:00:01;0;1.3886;1.39235;1.3805;1.3977
11/19/1990;00:00:01;0;1.394;1.3994;1.3875;1.4021
11/26/1990;00:00:01;0;1.3957;1.38665;1.3822;1.3997
12/03/1990;00:00:01;0;1.39025;1.36975;1.3605;1.398
12/10/1990;00:00:01;0;1.36635;1.3977;1.3588;1.4024
12/17/1990;00:00:01;0;1.39105;1.384;1.376;1.3956
12/24/1990;00:00:01;0;1.3784;1.3457;1.3334;1.388
12/31/1990;00:00:01;0;1.3457;1.36395;1.3335;1.37
01/07/1991;00:00:01;0;1.36395;1.34885;1.336;1.382
01/14/1991;00:00:01;0;1.341;1.3379;1.3315;1.3635
01/21/1991;00:00:01;0;1.33945;1.37365;1.332;1.3832
01/28/1991;00:00:01;0;1.38115;1.3835;1.3715;1.392
02/04/1991;00:00:01;0;1.3881;1.40275;1.3742;1.4088
02/11/1991;00:00:01;0;1.40445;1.41455;1.4019;1.4212
02/18/1991;00:00:01;0;1.4144;1.3901;1.386;1.4188
02/25/1991;00:00:01;0;1.38545;1.35975;1.3522;1.3913
03/04/1991;00:00:01;0;1.35625;1.33485;1.3304;1.366
03/11/1991;00:00:01;0;1.3406;1.30285;1.2955;1.3462
03/18/1991;00:00:01;0;1.3075;1.2734;1.264;1.3133
03/25/1991;00:00:01;0;1.25085;1.23715;1.2288;1.2702
04/01/1991;00:00:01;0;1.2168;1.2114;1.1967;1.2272
04/08/1991;00:00:01;0;1.2245;1.2194;1.21;1.2447
04/15/1991;00:00:01;0;1.2262;1.233;1.2157;1.2428
04/22/1991;00:00:01;0;1.23755;1.17785;1.1687;1.2425
04/29/1991;00:00:01;0;1.17675;1.1676;1.156;1.1897
05/06/1991;00:00:01;0;1.17655;1.18365;1.1548;1.216
05/13/1991;00:00:01;0;1.19195;1.19825;1.1793;1.2052
05/20/1991;00:00:01;0;1.20495;1.18285;1.1677;1.2224
05/27/1991;00:00:01;0;1.1938;1.20575;1.1855;1.2085
06/03/1991;00:00:01;0;1.205;1.17685;1.1702;1.2129
06/10/1991;00:00:01;0;1.17785;1.16125;1.1578;1.1834
06/17/1991;00:00:01;0;1.16145;1.14235;1.1381;1.166
06/24/1991;00:00:01;0;1.13685;1.14095;1.126;1.1543
07/01/1991;00:00:01;0;1.14605;1.12985;1.1227;1.1531
07/08/1991;00:00:01;0;1.1226;1.13285;1.116;1.1377
07/15/1991;00:00:01;0;1.13235;1.1461;1.1177;1.151
07/22/1991;00:00:01;0;1.14405;1.17195;1.1402;1.1792
07/29/1991;00:00:01;0;1.16605;1.1724;1.1596;1.1856
08/05/1991;00:00:01;0;1.174;1.18785;1.1615;1.1951
08/12/1991;00:00:01;0;1.19765;1.18585;1.1815;1.2053
08/19/1991;00:00:01;0;1.18655;1.1462;1.1264;1.1909
08/26/1991;00:00:01;0;1.13645;1.17395;1.1264;1.1892
09/02/1991;00:00:01;0;1.175;1.17595;1.1668;1.1875
09/09/1991;00:00:01;0;1.18;1.1989;1.1767;1.2139
09/16/1991;00:00:01;0;1.21155;1.218;1.2025;1.2258
09/23/1991;00:00:01;0;1.2245;1.2222;1.205;1.2283
09/30/1991;00:00:01;0;1.221;1.2305;1.2094;1.2339
10/07/1991;00:00:01;0;1.2271;1.22385;1.2147;1.2336
10/14/1991;00:00:01;0;1.2108;1.2085;1.1965;1.2209
10/21/1991;00:00:01;0;1.2;1.21145;1.1953;1.2154
10/28/1991;00:00:01;0;1.2068;1.19735;1.19;1.2099
11/04/1991;00:00:01;0;1.2048;1.24885;1.1914;1.2558
11/11/1991;00:00:01;0;1.2461;1.2418;1.2375;1.2577
11/18/1991;00:00:01;0;1.24595;1.26815;1.2402;1.2754
11/25/1991;00:00:01;0;1.27375;1.28265;1.2653;1.2878
12/02/1991;00:00:01;0;1.26945;1.2639;1.245;1.2882
12/09/1991;00:00:01;0;1.2622;1.29095;1.2587;1.296
12/16/1991;00:00:01;0;1.29095;1.2883;1.2752;1.2997
12/23/1991;00:00:01;0;1.2941;1.3345;1.289;1.345
12/30/1991;00:00:01;0;1.33285;1.335;1.3289;1.349
01/06/1992;00:00:01;0;1.3361;1.332;1.3129;1.3447
01/13/1992;00:00:01;0;1.34345;1.2909;1.2812;1.3525
01/20/1992;00:00:01;0;1.28695;1.28355;1.2462;1.2997
01/27/1992;00:00:01;0;1.2856;1.26925;1.262;1.2916
02/03/1992;00:00:01;0;1.2729;1.27505;1.2597;1.2892
02/10/1992;00:00:01;0;1.28065;1.30155;1.274;1.3109
02/17/1992;00:00:01;0;1.2879;1.2645;1.253;1.2976
02/24/1992;00:00:01;0;1.24915;1.2367;1.2297;1.2603
03/02/1992;00:00:01;0;1.2429;1.24765;1.228;1.255
03/09/1992;00:00:01;0;1.2385;1.2286;1.2176;1.2458
03/16/1992;00:00:01;0;1.22765;1.2252;1.2182;1.2333
03/23/1992;00:00:01;0;1.2348;1.22265;1.2125;1.2425
03/30/1992;00:00:01;0;1.2266;1.2399;1.222;1.2462
04/06/1992;00:00:01;0;1.24195;1.25495;1.2314;1.2619
04/13/1992;00:00:01;0;1.25635;1.24255;1.2357;1.2667
04/20/1992;00:00:01;0;1.2431;1.2285;1.2244;1.248
04/27/1992;00:00:01;0;1.23035;1.23985;1.227;1.2454
05/04/1992;00:00:01;0;1.2384;1.2472;1.2348;1.2512
05/11/1992;00:00:01;0;1.2486;1.2511;1.2432;1.2626
05/18/1992;00:00:01;0;1.2606;1.283;1.253;1.2888
05/25/1992;00:00:01;0;1.2865;1.27215;1.2652;1.2937
06/01/1992;00:00:01;0;1.2715;1.2808;1.2538;1.2882
06/08/1992;00:00:01;0;1.2791;1.2874;1.2655;1.2927
06/15/1992;00:00:01;0;1.2896;1.30195;1.2808;1.3063
06/22/1992;00:00:01;0;1.303;1.3046;1.2929;1.3107
06/29/1992;00:00:01;0;1.3097;1.34205;1.307;1.3524
07/06/1992;00:00:01;0;1.3463;1.3463;1.3365;1.3627
07/13/1992;00:00:01;0;1.3524;1.3777;1.3446;1.3842
07/20/1992;00:00:01;0;1.382;1.3822;1.3592;1.4052
07/27/1992;00:00:01;0;1.3645;1.3666;1.352;1.3782
08/03/1992;00:00:01;0;1.377;1.38065;1.3672;1.3862
08/10/1992;00:00:01;0;1.3831;1.38835;1.37;1.3932
08/17/1992;00:00:01;0;1.392;1.3852;1.3777;1.3979
08/24/1992;00:00:01;0;1.385;1.43585;1.385;1.4482
08/31/1992;00:00:01;0;1.442;1.43655;1.426;1.4494
09/07/1992;00:00:01;0;1.441;1.4434;1.41;1.4576
09/14/1992;00:00:01;0;1.445;1.3585;1.345;1.4577
09/21/1992;00:00:01;0;1.36;1.31585;1.265;1.3744
09/28/1992;00:00:01;0;1.324;1.33685;1.2835;1.3587
10/05/1992;00:00:01;0;1.3532;1.3763;1.345;1.399
10/12/1992;00:00:01;0;1.36;1.3277;1.3075;1.3676
10/19/1992;00:00:01;0;1.322;1.3102;1.2987;1.3495
10/26/1992;00:00:01;0;1.3;1.27965;1.27;1.3095
11/02/1992;00:00:01;0;1.279;1.26085;1.2492;1.286
11/09/1992;00:00:01;0;1.2554;1.2345;1.2278;1.2667
11/16/1992;00:00:01;0;1.2248;1.24175;1.2229;1.2572
11/23/1992;00:00:01;0;1.235;1.22005;1.2127;1.2502
11/30/1992;00:00:01;0;1.2263;1.2247;1.2175;1.2369
12/07/1992;00:00:01;0;1.2319;1.2475;1.226;1.2627
12/14/1992;00:00:01;0;1.2616;1.2486;1.2355;1.2658
12/21/1992;00:00:01;0;1.2492;1.24635;1.243;1.266
12/28/1992;00:00:01;0;1.2448;1.2116;1.2022;1.245
01/04/1993;00:00:01;0;1.206;1.1956;1.1872;1.2125
01/11/1993;00:00:01;0;1.1916;1.20345;1.188;1.2092
01/18/1993;00:00:01;0;1.2045;1.20855;1.1986;1.2171
01/25/1993;00:00:01;0;1.2162;1.2371;1.2122;1.248
02/01/1993;00:00:01;0;1.2436;1.2005;1.1905;1.2495
02/08/1993;00:00:01;0;1.1932;1.179;1.1707;1.2001
02/15/1993;00:00:01;0;1.1772;1.1724;1.1685;1.1865
02/22/1993;00:00:01;0;1.1705;1.18835;1.1705;1.1975
03/01/1993;00:00:01;0;1.1926;1.1754;1.1705;1.1986
03/08/1993;00:00:01;0;1.1727;1.1688;1.162;1.1893
03/15/1993;00:00:01;0;1.168;1.16475;1.1603;1.1721
03/22/1993;00:00:01;0;1.166;1.18155;1.162;1.1899
03/29/1993;00:00:01;0;1.1835;1.18905;1.1785;1.1931
04/05/1993;00:00:01;0;1.1921;1.21365;1.188;1.2219
04/12/1993;00:00:01;0;1.2159;1.21675;1.2;1.2235
04/19/1993;00:00:01;0;1.222;1.21345;1.2045;1.234
04/26/1993;00:00:01;0;1.2183;1.24025;1.209;1.248
05/03/1993;00:00:01;0;1.2435;1.231;1.2245;1.245
05/10/1993;00:00:01;0;1.2345;1.2248;1.214;1.2473
05/17/1993;00:00:01;0;1.215;1.2127;1.2035;1.2184
05/24/1993;00:00:01;0;1.209;1.1989;1.193;1.2157
05/31/1993;00:00:01;0;1.1975;1.2241;1.1935;1.2296
06/07/1993;00:00:01;0;1.2273;1.2026;1.1975;1.2306
06/14/1993;00:00:01;0;1.2055;1.20315;1.1915;1.2081
06/21/1993;00:00:01;0;1.2012;1.1606;1.156;1.2054
06/28/1993;00:00:01;0;1.1607;1.1483;1.1411;1.1631
07/05/1993;00:00:01;0;1.1535;1.1526;1.142;1.1625
07/12/1993;00:00:01;0;1.1535;1.1297;1.1242;1.1541
07/19/1993;00:00:01;0;1.1269;1.13685;1.121;1.1416
07/26/1993;00:00:01;0;1.1401;1.1267;1.1232;1.1487
08/02/1993;00:00:01;0;1.1266;1.0957;1.0812;1.132
08/09/1993;00:00:01;0;1.106;1.1231;1.102;1.13
08/16/1993;00:00:01;0;1.1185;1.12005;1.1061;1.1289
08/23/1993;00:00:01;0;1.1272;1.137;1.122;1.143
08/30/1993;00:00:01;0;1.1339;1.1385;1.1272;1.1438
09/06/1993;00:00:01;0;1.1383;1.16945;1.1345;1.1757
09/13/1993;00:00:01;0;1.17;1.18635;1.165;1.1922
09/20/1993;00:00:01;0;1.1835;1.1773;1.1727;1.1987
09/27/1993;00:00:01;0;1.181;1.1675;1.1507;1.1862
10/04/1993;00:00:01;0;1.1685;1.1596;1.148;1.1815
10/11/1993;00:00:01;0;1.1685;1.1792;1.1622;1.1816
10/18/1993;00:00:01;0;1.178;1.16;1.1535;1.1881
10/25/1993;00:00:01;0;1.1527;1.14095;1.1344;1.1609
11/01/1993;00:00:01;0;1.1345;1.13;1.126;1.1445
11/08/1993;00:00:01;0;1.128;1.1354;1.125;1.1388
11/15/1993;00:00:01;0;1.1355;1.13455;1.126;1.1388
11/22/1993;00:00:01;0;1.1314;1.12275;1.1177;1.1332
11/29/1993;00:00:01;0;1.1248;1.12235;1.1187;1.1311
12/06/1993;00:00:01;0;1.1257;1.12685;1.113;1.1347
12/13/1993;00:00:01;0;1.1345;1.13315;1.127;1.1383
12/20/1993;00:00:01;0;1.1291;1.1277;1.1224;1.1325
12/27/1993;00:00:01;0;1.1289;1.1351;1.128;1.1423
01/03/1994;00:00:01;0;1.1352;1.1136;1.1105;1.1375
01/10/1994;00:00:01;0;1.1117;1.1184;1.1102;1.1223
01/17/1994;00:00:01;0;1.1154;1.1071;1.1042;1.1184
01/24/1994;00:00:01;0;1.1089;1.10855;1.1065;1.1185
01/31/1994;00:00:01;0;1.1104;1.1173;1.1075;1.1265
02/07/1994;00:00:01;0;1.1207;1.10585;1.103;1.126
